"","X","RoleID","PlayerID","PlayerGlobalID","Type","GroupID","Condition","Task","Order","Accuracy","Turn","All_Content","StartTimes","EndTimes","Starts","Ends","gap","convos","information","grounds","claim","organization","query","social","strategy"
"595",595,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,392,"Bedtime.","1775.296","1775.723",1775.296,1775.723,-3.157,16,0,0,0,0,0,0,0
"596",596,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,393,"So the airline clerk confirmed tha Elwood Smith arrive at the dog walk.","1778.987","1784.789",1778.987,1784.789,3.264,16,1,0,0,0,0,0,0
"597",597,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,394,"Right? Let's see something.","1781.419-1783.189","1781.952-1784.448",1781.419,1784.448,-3.37,16,0,0,0,0,1,0,0
"598",598,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,395,"But there's no place between 5 to","1785.195","1787.669",1785.195,1787.669,0.747,16,0,0,0,0,0,0,0
"599",599,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,396,"At 5:00 PM on Thursday.","1786.539","1788.437",1786.539,1788.437,-1.13,16,0,0,0,0,0,0,0
"600",600,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,397,"Yeah, but there's no plane between 4:00 PM.","1788.992","1792.747",1788.992,1792.747,0.555,16,1,0,0,0,0,0,0
"601",601,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,398,"You know?","1790.187","1790.379",1790.187,1790.379,-2.56,16,0,0,0,0,1,0,0
"602",602,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,399,"So why, yeah, so why should he arrived at 5:00 PM? But five pm and.","1791.744-1797.781-1799.211-1800.533","1796.8-1798.464-1799.829-1801.387",1791.744,1801.387,1.365,16,1,0,1,0,1,0,0
"603",603,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,400,"What what is this place like? A dog walk? Is there something important or just random place?","1802.283","1808.405",1802.283,1808.405,0.896,16,0,0,0,0,1,0,0
"604",604,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,401,"Uh, it's near the air line.","1807.851","1810.091",1807.851,1810.091,-0.554,16,0,0,0,0,0,0,0
"605",605,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,402,"airline","1810.496","1811.179",1810.496,1811.179,0.405,16,0,0,0,0,0,0,0
"606",606,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,403,"Just near the airline","1811.008","1812.267",1811.008,1812.267,-0.171,16,0,0,0,0,0,0,0
"607",607,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,404,"Oh, OK.","1812.352","1812.565",1812.352,1812.565,0.085,16,0,0,0,0,0,0,0
"608",608,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,405,"Major airline?","1812.373","1812.949",1812.373,1812.949,-0.192,16,0,0,0,0,1,0,0
"609",609,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,406,"Had arrived Dogwalk well South Southern airline, so someplace near the airline.","1813.12","1818.901",1813.12,1818.901,0.171,16,0,0,0,0,0,0,0
"610",610,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,407,"OK.","1813.291","1813.803",1813.291,1813.803,-5.61,16,0,0,0,0,0,0,0
"611",611,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,408,"So there's no reason that why should he go to this place 'cause there's no no planes. So. Maybe some. Excuse. Do you have any more information about dogwalk? A lot.","1820.117-1826.944-1828.331-1831.147-1834.347-1839.04","1826.027-1827.328-1830.443-1832.128-1836.587-1839.04",1820.117,1839.04,6.314,16,1,1,0,0,1,0,0
"612",612,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,409,"So what's the?","1839.509","1840.085",1839.509,1840.085,0.469,16,0,0,0,0,1,0,0
"613",613,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,410,"Or about this? Huh?","1840.213-1843.392","1841.579-1843.648",1840.213,1843.648,0.128,16,0,0,0,0,1,0,0
"614",614,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,411,"Oh","1846.976","1846.976",1846.976,1846.976,3.328,16,0,0,0,0,0,0,0
"615",615,2,3,5,"Conversation",2,"Desktop","Robbery",1,0.33,412,"What?","1847.531","1848.128",1847.531,1848.128,0.555,16,0,0,0,0,1,0,0
"616",616,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,413,"OK. OK, we're just gonna take a guess.","1848.448-1849.877","1848.661-1852.032",1848.448,1852.032,0.32,16,0,0,1,0,0,0,0
"617",617,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,414,"randomly select one randomly.","1851.307","1853.931",1851.307,1853.931,-0.725,16,0,0,0,0,0,0,0
"618",618,1,4,6,"Conversation",2,"Desktop","Robbery",1,0.33,415,"[inaudible]","1853.397","1854.549",1853.397,1854.549,-0.534,16,0,0,0,0,0,0,0
"619",619,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,416,"Why there is this after robber disappeared, Elwood Smith what's this?","1854.4","1858.389",1854.4,1858.389,-0.149,16,0,0,0,0,1,0,0
"620",620,4,2,8,"Conversation",2,"Desktop","Robbery",1,0.33,417,"Does it disappear?","1860.096","1861.248",1860.096,1861.248,1.707,16,0,0,0,0,1,0,0
"621",621,3,5,7,"Conversation",2,"Desktop","Robbery",1,0.33,418,"Why there's a sense related to the Elwood Smith after? Robber I think it's this guy.","1862.549-1868.203-1870.4","1866.603-1868.48-1872.683",1862.549,1872.683,1.301,16,0,0,0,0,1,0,0
"622",1,3,6,7,"Conversation",2,"VR","Murder",2,1,1,"I think we should first identify how many people we need to ah Build the network.","14.6986246-23.317312","20.245312-24.32",14.6986246,24.32,0,1,0,0,0,0,0,0,1
"623",2,4,5,8,"Conversation",2,"VR","Murder",2,1,2,"Who's speaking?","23.978624","24.981312",23.978624,24.981312,-0.341376,1,0,0,0,0,1,0,0
"624",3,3,6,7,"Conversation",2,"VR","Murder",2,1,3,"Me Phoebe.","26.77331","27.37062",26.77331,27.37062,1.791998,1,0,0,0,0,0,1,0
"625",4,2,4,5,"Conversation",2,"VR","Murder",2,1,4,"Sorry, what I can't hear you.","28.288","29.97331",28.288,29.97331,0.91738,1,0,0,0,0,0,0,0
"626",5,3,6,7,"Conversation",2,"VR","Murder",2,1,5,"cause there's only two person in my. clipboard only 2 person Mr. Kelley and. His wife.","28.288-31.616-34.83731-37.71731","30.72-33.344-36.56531-38.272",28.288,38.272,-1.68531,1,1,0,0,0,0,0,0
"627",6,4,5,8,"Conversation",2,"VR","Murder",2,1,6,"His wife? Who is his wife?","39.89331","41.62131",39.89331,41.62131,1.62131,1,0,0,0,0,1,0,0
"628",7,3,6,7,"Conversation",2,"VR","Murder",2,1,7,"So.","43.968","44.05331",43.968,44.05331,2.34669,1,0,0,0,0,0,0,0
"629",8,2,4,5,"Conversation",2,"VR","Murder",2,1,8,"Well, how about this? We just all stand in the middle and then someone grab a name in front then. If anyone got a clue with the same name then we just connect them That sounds fair.","46.57063-53.07731","52.30931-58.816",46.57063,58.816,2.51732,1,0,0,0,0,1,0,1
"630",9,4,5,8,"Conversation",2,"VR","Murder",2,1,9,"Yeah, yeah. Yeah, I agree.","53.16262-58.60263","53.376-59.15731",53.16262,59.15731,-5.65338,1,0,0,0,0,0,0,0
"631",10,3,6,7,"Conversation",2,"VR","Murder",2,1,10,"OK, so.","59.54131","60.288",59.54131,60.288,0.384,1,0,0,0,0,0,0,0
"632",11,4,5,8,"Conversation",2,"VR","Murder",2,1,11,"With Kelley.","60.75731","61.76",60.75731,61.76,0.46931,1,0,0,0,0,0,0,0
"633",12,3,6,7,"Conversation",2,"VR","Murder",2,1,12,"First start with Kelley.","61.824","62.976",61.824,62.976,0.064,1,0,0,0,0,0,0,1
"634",13,2,4,5,"Conversation",2,"VR","Murder",2,1,13,"So first. OK so I got one here.","62.656-66.26131","63.72263-67.904",62.656,67.904,-0.32,1,0,0,0,0,0,0,0
"635",14,3,6,7,"Conversation",2,"VR","Murder",2,1,14,"Sorry.","66.83731","67.264",66.83731,67.264,-1.06669,1,0,0,0,0,0,0,0
"636",15,4,5,8,"Conversation",2,"VR","Murder",2,1,15,"0","69.48263","71.296",69.48263,71.296,2.21863,1,0,0,0,0,0,0,0
"637",16,3,6,7,"Conversation",2,"VR","Murder",2,1,16,"1 by 1","87.95731","87.95731",87.95731,87.95731,16.66131,2,0,0,0,0,0,0,1
"638",17,4,5,8,"Conversation",2,"VR","Murder",2,1,17,"OK.","100.096","100.75731",100.096,100.75731,12.13869,3,0,0,0,0,0,0,0
"639",18,2,4,5,"Conversation",2,"VR","Murder",2,1,18,"A Ying can you hear me? I don't have my hand again. I showed drive controller battery low.","103.808-107.28531-110.89063","104.87463-108.18131-112.55463",103.808,112.55463,3.05069,3,0,0,0,0,0,0,0
"640",19,4,5,8,"Conversation",2,"VR","Murder",2,1,19,"Oh I can't.","120.9813-122.3893","121.6426-123.1573",120.9813,123.1573,8.42667,3,0,0,0,0,0,0,0
"641",20,2,4,5,"Conversation",2,"VR","Murder",2,1,20,"And then left controller not connected. OK I got my hand back Ah. And my hand.","123.8186-128.256-151.6586-153.2586","125.696-129.5573-151.6586-153.984",123.8186,153.984,0.6613,3,0,0,0,0,0,0,0
"642",21,3,6,7,"Conversation",2,"VR","Murder",2,1,21,"So 1 by 1.","153.5146","154.2826",153.5146,154.2826,-0.4694,3,0,0,0,0,0,0,1
"643",22,2,4,5,"Conversation",2,"VR","Murder",2,1,22,"Yeah, OK.","165.2266","165.6746",165.2266,165.6746,10.944,4,0,0,0,0,0,0,0
"644",23,3,6,7,"Conversation",2,"VR","Murder",2,1,23,"Can you make this longer? I need put more informations. Yes.  cuz I have His wife's information so. Can you?","200.0853-204.7573-206.08-207.488-214.4","202.9866-204.9493-206.4853-209.728-214.848",200.0853,214.848,34.4107,5,0,0,0,1,1,0,1
"645",24,4,5,8,"Conversation",2,"VR","Murder",2,1,24,"No. What?","226.24-283.0293","226.624-283.0293",226.24,283.0293,11.392,6,0,0,0,0,0,0,0
"646",25,2,4,5,"Conversation",2,"VR","Murder",2,1,25,"Yeah, yeah.","304.8533","306.0906",304.8533,306.0906,21.824,7,0,0,0,0,0,0,0
"647",26,4,5,8,"Conversation",2,"VR","Murder",2,1,26,"I think it's too crowded here.","317.9306-379.0506","320.064-379.264",317.9306,379.264,11.84,8,0,0,0,1,0,0,0
"648",27,3,6,7,"Conversation",2,"VR","Murder",2,1,27,"[inaudible]","381.9306-385.0453","382.656-386.2826",381.9306,386.2826,2.6666,8,0,0,0,0,0,0,0
"649",28,4,5,8,"Conversation",2,"VR","Murder",2,1,28,"I think I mistakenly deleted Mr. Jones before so. There there the link between Mr. Kelley and Mr. Jones. It's not complete now.","402.0266-407.232-414.528","406.9546-413.2053-416.448",402.0266,416.448,15.744,9,0,0,0,1,0,0,0
"650",29,3,6,7,"Conversation",2,"VR","Murder",2,1,29,"I have two more important clues","417.536","420.2666",417.536,420.2666,1.088,9,1,0,0,0,0,0,0
"651",30,4,5,8,"Conversation",2,"VR","Murder",2,1,30,"[inaudible] Mr. Jones","429.3546-453.6106","430.912-454.784",429.3546,454.784,9.088,9,0,0,0,0,0,0,0
"652",31,3,6,7,"Conversation",2,"VR","Murder",2,1,31,"I see.","458.496","459.1786",458.496,459.1786,3.712,9,0,0,0,0,0,0,0
"653",32,2,4,5,"Conversation",2,"VR","Murder",2,1,32,"Ah. OK.","596.0106-605.1413","596.48-605.4826",596.0106,605.4826,136.832,10,0,0,0,0,0,0,0
"654",33,4,5,8,"Conversation",2,"VR","Murder",2,1,33,"Oh ****. Oh oh.","625.6853-629.3973-631.4666","626.7093-630.08-632.6826",625.6853,632.6826,20.2027,11,0,0,0,0,0,0,0
"655",34,2,4,5,"Conversation",2,"VR","Murder",2,1,34,"Wait, what happened?","634.432","635.6053",634.432,635.6053,1.7494,11,0,0,0,0,1,0,0
"656",35,4,5,8,"Conversation",2,"VR","Murder",2,1,35,"I mistakenly deleted Mr. Kelley.","636.3733","639.0826",636.3733,639.0826,0.768,11,0,0,0,1,0,0,0
"657",36,3,6,7,"Conversation",2,"VR","Murder",2,1,36,"The mr. Kelley was. This is. [inaudible]","636.736-640.4906-643.8613","637.568-641.0453-644.3733",636.736,644.3733,-2.3466,11,0,0,0,0,0,0,0
"658",37,2,4,5,"Conversation",2,"VR","Murder",2,1,37,"And what is the connection?","651.5626","653.824",651.5626,653.824,7.1893,11,0,0,0,0,1,0,0
"659",38,3,6,7,"Conversation",2,"VR","Murder",2,1,38,"I'm done. With this. Say this. And this is. What?","661.3973-665.4933-667.8613-669.4613","663.1253-666.2827-668.5653-669.5466",661.3973,669.5466,7.5733,11,0,0,0,0,0,0,0
"660",39,4,5,8,"Conversation",2,"VR","Murder",2,1,39,"I'm so scared to touch it.","673.856","675.5626",673.856,675.5626,4.3094,11,0,0,0,0,0,0,0
"661",40,3,6,7,"Conversation",2,"VR","Murder",2,1,40,"Sorry. This. The one more I just missing. Yes. Yeah, I just.","697.792-699.9893-705.8773-708.992-721.0027","698.4746-700.1813-708.032-709.0773-721.7707",697.792,721.7707,22.2294,12,0,0,0,0,0,0,0
"662",41,2,4,5,"Conversation",2,"VR","Murder",2,1,41,"So.","721.28","721.856",721.28,721.856,-0.4907,12,0,0,0,0,0,0,0
"663",42,3,6,7,"Conversation",2,"VR","Murder",2,1,42,"grabbed it by accident","722.496-723.8827","723.072-724.5013",722.496,724.5013,0.64,12,0,0,0,0,0,0,0
"664",43,2,4,5,"Conversation",2,"VR","Murder",2,1,43,"One, two I want. Oh, this is.","726.3147-736.704-783.9147","727.1253-737.1307-785.8987",726.3147,785.8987,1.8134,12,0,0,0,0,0,0,0
"665",44,4,5,8,"Conversation",2,"VR","Murder",2,1,44,"OK. I'm done with my clues","784.32-794.176","784.9387-795.392",784.32,795.392,-1.5787,12,0,0,0,0,0,0,0
"666",45,2,4,5,"Conversation",2,"VR","Murder",2,1,45,"I don't think I can read this.","795.8187","796.992",795.8187,796.992,0.4267,12,0,0,0,0,0,0,0
"667",46,3,6,7,"Conversation",2,"VR","Murder",2,1,46,"But I have two important clues regarding the death. One is the blood was found in these two places. And.","799.3813-805.1627-808.896","803.8187-807.8933-809.8773",799.3813,809.8773,2.3893,12,1,0,0,0,0,0,0
"668",47,4,5,8,"Conversation",2,"VR","Murder",2,1,47,"Can you speak louder?","809.216","810.496",809.216,810.496,-0.6613,12,0,0,0,0,1,1,0
"669",48,3,6,7,"Conversation",2,"VR","Murder",2,1,48,"I have two important clues related to the deaths of the Mr. Kelley. The one is the blood of Kelley was found in two places. One is Mr. Scott car and one is the carpet outside of Mr. Jones. I have this information regarding the blood And the. In another. It's regarding the body was found in the park at one. thirty AM. Yeah, I think we can.","812.5653-818.4747-832.896-836.4587-839.168-844.0747-847.2747","817.536-831.9147-833.7707-838.1653-843.2-844.864-848.576",812.5653,848.576,2.0693,12,1,0,0,0,0,0,0
"670",49,4,5,8,"Conversation",2,"VR","Murder",2,1,49,"Oh. Miss Smith","851.776-854.8907","852.352-855.552",851.776,855.552,3.2,12,0,0,0,0,0,0,0
"671",50,2,4,5,"Conversation",2,"VR","Murder",2,1,50,"[inaudible]","863.7013","866.176",863.7013,866.176,8.1493,12,0,0,0,0,0,0,0
"672",51,4,5,8,"Conversation",2,"VR","Murder",2,1,51,"No.","874.624","875.6053",874.624,875.6053,8.448,12,0,0,0,0,0,0,0
"673",52,2,4,5,"Conversation",2,"VR","Murder",2,1,52,"dragged a long distance.","874.7093","876.0747",874.7093,876.0747,-0.896,12,1,0,0,0,0,0,0
"674",53,4,5,8,"Conversation",2,"VR","Murder",2,1,53,"[inaudible]. So we can try to combine.","879.616-885.3973","881.28-887.2747",879.616,887.2747,3.5413,12,0,0,0,1,0,0,1
"675",54,2,4,5,"Conversation",2,"VR","Murder",2,1,54,"Dead for one hour. OK, so do we have a murder time?","888.2347-891.776","889.28-894.4",888.2347,894.4,0.96,12,1,0,0,0,1,0,0
"676",55,4,5,8,"Conversation",2,"VR","Murder",2,1,55,"Murder time","896.5973","897.5787",896.5973,897.5787,2.1973,12,0,0,0,0,0,0,0
"677",56,3,6,7,"Conversation",2,"VR","Murder",2,1,56,"Murder wife and there is a wife","897.1093","899.8187",897.1093,899.8187,-0.4694,12,0,0,0,0,0,0,0
"678",57,2,4,5,"Conversation",2,"VR","Murder",2,1,57,"Do you have a time like when it's Mr.","901.8667","904.6187",901.8667,904.6187,2.048,12,0,0,0,0,1,0,0
"679",58,1,2,6,"Conversation",2,"VR","Murder",2,1,58,"Oh, you mean you mean time of the murder?","903.1467","905.4933",903.1467,905.4933,-1.472,12,0,0,0,0,1,0,0
"680",59,3,6,7,"Conversation",2,"VR","Murder",2,1,59,"[inaudible]","905.5573","906.0693",905.5573,906.0693,0.064,12,0,0,0,0,0,0,0
"681",60,2,4,5,"Conversation",2,"VR","Murder",2,1,60,"Yeah.","906.0053","906.0053",906.0053,906.0053,-0.064,12,0,0,0,0,0,0,0
"682",61,1,2,6,"Conversation",2,"VR","Murder",2,1,61,"Uhm, it should be like 12:30.","907.2213","909.0773",907.2213,909.0773,1.216,12,0,0,1,0,0,0,0
"683",62,4,5,8,"Conversation",2,"VR","Murder",2,1,62,"0.520833333","909.0133","909.6533",909.0133,909.6533,-0.064,12,0,0,0,0,0,0,0
"684",63,2,4,5,"Conversation",2,"VR","Murder",2,1,63,"OK, so the body is found.","911.6587","914.176",911.6587,914.176,2.0054,12,0,0,0,0,0,0,0
"685",64,1,2,6,"Conversation",2,"VR","Murder",2,1,64,"cause like when when he was when his body was found in the park at 1:30 and then they said. He has been dead for an hour.","912.5333-920.8747","920.0853-922.496",912.5333,922.496,-1.6427,12,1,1,0,0,0,0,0
"686",65,2,4,5,"Conversation",2,"VR","Murder",2,1,65,"12:30 so.","924.7787","926.4427",924.7787,926.4427,2.2827,12,0,0,0,0,0,0,0
"687",66,4,5,8,"Conversation",2,"VR","Murder",2,1,66,"Alright.","926.592","927.1253",926.592,927.1253,0.1493,12,0,0,0,0,0,0,0
"688",67,1,2,6,"Conversation",2,"VR","Murder",2,1,67,"So should be 12:30.","927.1253","928.4693",927.1253,928.4693,0,12,0,0,1,0,0,0,0
"689",68,2,4,5,"Conversation",2,"VR","Murder",2,1,68,"But mr. Kelley. Bleeding 12:15. so that's not important?","930.176-933.3547","931.712-936.4053",930.176,936.4053,1.7067,12,1,1,1,0,1,0,0
"690",69,1,2,6,"Conversation",2,"VR","Murder",2,1,69,"I guess that's the gunshot.","937.3653","938.4747",937.3653,938.4747,0.96,12,1,0,1,0,0,0,0
"691",70,2,4,5,"Conversation",2,"VR","Murder",2,1,70,"From?","940.16","940.2453",940.16,940.2453,1.6853,12,0,0,0,0,1,0,0
"692",71,1,2,6,"Conversation",2,"VR","Murder",2,1,71,"From Mr. Jones.","942.016","943.1467",942.016,943.1467,1.7707,12,0,0,1,0,0,0,0
"693",72,2,4,5,"Conversation",2,"VR","Murder",2,1,72,"from. From Mr. Jones.","942.1013-944.1067","942.2507-945.6853",942.1013,945.6853,-1.0454,12,0,0,1,0,0,0,0
"694",73,1,2,6,"Conversation",2,"VR","Murder",2,1,73,"Because like he entered his apartment in midnight. Mr. Jones thought he. I don't know, maybe thought he was an intruder. And shot him.","946.5173-952.5333-957.3973-960.5973","951.4667-954.048-959.6587-961.0453",946.5173,961.0453,0.832,12,1,1,1,0,0,0,0
"695",74,2,4,5,"Conversation",2,"VR","Murder",2,1,74,"Blood was found in the car OK.","962.88","964.7787",962.88,964.7787,1.8347,12,1,0,0,0,0,0,0
"696",75,1,2,6,"Conversation",2,"VR","Murder",2,1,75,"Because the the gun.","963.9467","966.784",963.9467,966.784,-0.832,12,0,1,0,0,0,0,0
"697",76,2,4,5,"Conversation",2,"VR","Murder",2,1,76,"Oh","966.4853","966.5493",966.4853,966.5493,-0.2987,12,0,0,0,0,0,0,0
"698",77,1,2,6,"Conversation",2,"VR","Murder",2,1,77,"Because the gunshot happened.","967.2533","968.7253",967.2533,968.7253,0.704,12,1,1,0,0,0,0,0
"699",78,3,6,7,"Conversation",2,"VR","Murder",2,1,78,"at 12 midnight","969.6","970.6027",969.6,970.6027,0.8747,12,1,1,0,0,0,0,0
"700",79,1,2,6,"Conversation",2,"VR","Murder",2,1,79,"Yeah, because they say the bullet hole is on. mr. Kelley's thigh and that shouldn't be a I don't know. Lethal one so. That's probably why he's bleeding","970.5173-973.8453-978.7307-981.5253","973.0987-977.7493-980.48-982.848",970.5173,982.848,-0.0854,12,1,1,0,0,0,0,0
"701",80,2,4,5,"Conversation",2,"VR","Murder",2,1,80,"so we can remove the. Intruder and. Bleeding because that's not important?","984.256-986.8587-989.0773","985.3653-988.16-991.4453",984.256,991.4453,1.408,12,0,1,1,1,1,0,0
"702",81,4,5,8,"Conversation",2,"VR","Murder",2,1,81,"So what did this clue Mr. Jones shot an intruder at midnight?","993.856","999.4667",993.856,999.4667,2.4107,12,1,0,0,0,1,0,0
"703",82,1,2,6,"Conversation",2,"VR","Murder",2,1,82,"So.","996.2453","996.9707",996.2453,996.9707,-3.2214,12,0,0,0,0,0,0,0
"704",83,4,5,8,"Conversation",2,"VR","Murder",2,1,83,"Right, but only one blue bullet.","1002.432","1005.696",1002.432,1005.696,5.4613,12,1,0,0,0,0,0,0
"705",84,2,4,5,"Conversation",2,"VR","Murder",2,1,84,"Yeah.","1004.6933","1004.864",1004.6933,1004.864,-1.0027,12,0,0,0,0,0,0,0
"706",85,1,2,6,"Conversation",2,"VR","Murder",2,1,85,"Because Oh yeah, because Mr. Kelley also entered entered his apartment at at at 11:55.","1005.3333","1012.5867",1005.3333,1012.5867,0.4693,12,1,1,0,0,0,0,0
"707",86,4,5,8,"Conversation",2,"VR","Murder",2,1,86,"But only one bullet was shot from his gun.","1013.9947","1017.259",1013.9947,1017.259,1.408,12,1,0,0,0,0,0,0
"708",87,1,2,6,"Conversation",2,"VR","Murder",2,1,87,"So when Mr. Jones.","1014.6133","1016.576",1014.6133,1016.576,-2.6457,12,1,1,0,0,0,0,0
"709",88,3,6,7,"Conversation",2,"VR","Murder",2,1,88,"But the blood is lightly so I don't think the gun is the reason why Kelley died.","1020.011","1025.259",1020.011,1025.259,3.435,12,1,1,1,0,0,0,0
"710",89,1,2,6,"Conversation",2,"VR","Murder",2,1,89,"Yeah.","1021.013","1021.355",1021.013,1021.355,-4.246,12,0,0,0,0,0,0,0
"711",90,3,6,7,"Conversation",2,"VR","Murder",2,1,90,"because 12","1027.477","1028.245",1027.477,1028.245,6.122,12,0,1,0,0,0,0,0
"712",91,1,2,6,"Conversation",2,"VR","Murder",2,1,91,"Yeah, so then it must be the knife.","1028.693","1030.357",1028.693,1030.357,0.448,12,0,0,1,0,0,0,0
"713",92,3,6,7,"Conversation",2,"VR","Murder",2,1,92,"Yes, I think so. The so the yeah. So that means Jones","1029.781","1034.24",1029.781,1034.24,-0.576,12,0,0,1,0,0,0,0
"714",93,2,4,5,"Conversation",2,"VR","Murder",2,1,93,"Uh, what? Where is the knife?","1031.595","1033.771",1031.595,1033.771,-2.645,12,0,0,0,0,1,0,0
"715",94,3,6,7,"Conversation",2,"VR","Murder",2,1,94,"is not the murder.","1035.179","1036.245",1035.179,1036.245,1.408,12,0,0,1,0,0,0,0
"716",95,1,2,6,"Conversation",2,"VR","Murder",2,1,95,"[inaudible]. This area. So apparently.","1036.032-1038.443-1040.235","1037.397-1039.147-1041.344",1036.032,1041.344,-0.213,12,0,0,0,0,0,0,0
"717",96,2,4,5,"Conversation",2,"VR","Murder",2,1,96,"OK, so.","1040.405","1040.981",1040.405,1040.981,-0.939,12,0,0,0,0,0,0,0
"718",97,3,6,7,"Conversation",2,"VR","Murder",2,1,97,"Had been dead for one hour, so should we?","1042.389","1045.227",1042.389,1045.227,1.408,12,1,0,0,0,1,0,1
